YearsExperience,EducationLevel,Salary
5.7,Master,120000
10.6,Master,112742
3.5,PhD,97286
17.6,PhD,65038
7.8,PhD,65154
,Master,105427
4.0,PhD,95364
4.9,Master,96356
19.8,Bachelor,108611
15.3,Master,78188
19.3,PhD,62482
6.6,,100684
4.1,PhD,81462
,Master,108817
10.4,Master,70320
4.3,Master,65755
,Bachelor,47612
7.9,PhD,115625
4.5,Bachelor,90425
7.3,PhD,70753
11.7,Bachelor,89569
14.8,Bachelor,84659
10.2,Bachelor,58689
,,67548
,Bachelor,60153
18.4,Bachelor,72863
,Bachelor,89715
14.0,Master,65404
1.3,,65667
11.2,,75552
13.0,Master,59079
19.9,Bachelor,120000
19.9,Bachelor,62670
17.3,Master,89227
2.2,Bachelor,49541
19.1,Bachelor,116528
12.6,PhD,120000
,PhD,75272
8.7,PhD,118856
7.1,Bachelor,58044
9.8,PhD,65512
3.8,Master,70253
7.8,Bachelor,76029
17.3,Bachelor,78832
,PhD,76631
3.9,Master,79112
3.4,Master,105046
8.7,Bachelor,62092
19.9,Bachelor,42956
4.3,PhD,83069
3.8,Master,75165
18.4,PhD,50314
17.8,Master,65817
1.6,Master,85887
,Master,67753
13.5,PhD,120000
15.6,Bachelor,61630
10.4,PhD,57065
19.8,PhD,74271
1.8,Master,115945
5.5,Bachelor,88856
8.5,PhD,66993
9.5,Master,46264
,Master,86645
,PhD,72873
1.9,Master,98409
8.7,PhD,89713
8.9,PhD,69358
19.3,Master,43665
,Master,106332
,Master,92711
14.6,PhD,110239
15.6,PhD,67458
13.1,Bachelor,92696
5.5,Master,47981
17.6,Bachelor,71997
14.9,Master,103662
15.1,Master,114626
19.9,Bachelor,69453
16.2,Bachelor,105455
16.8,,97225
19.1,Master,74023
3.9,Master,108421
10.5,Master,90657
12.0,,97448
,Bachelor,85664
16.9,PhD,77287
15.5,Master,110546
14.7,Bachelor,72283
19.9,Master,54768
5.9,Bachelor,106139
15.0,Master,113517
11.5,Master,75921
6.9,PhD,56365
4.1,Bachelor,97057
18.0,Bachelor,43798
,PhD,75955
16.7,PhD,57873
11.4,PhD,94400
5.2,Bachelor,44143
7.4,Master,93183
8.2,Bachelor,99000
19.5,Bachelor,87747
1.1,PhD,61288
19.7,Master,56149
19.6,Bachelor,69001
,PhD,83401
10.1,Bachelor,89122
19.3,Bachelor,43876
8.5,PhD,99403
1.5,Bachelor,105474
5.3,Master,73418
19.0,Bachelor,78359
1.3,Bachelor,106435
11.4,PhD,108154
2.4,PhD,120000
6.4,PhD,67581
2.7,Bachelor,109356
17.3,,48976
12.2,Master,76175
18.1,PhD,81113
14.1,Master,87585
19.4,PhD,95911
10.7,Bachelor,44934
13.1,Bachelor,111574
11.9,Master,93248
10.2,Master,120000
17.1,PhD,47193
13.2,PhD,94774
16.2,Bachelor,77784
15.9,Master,88753
4.6,Bachelor,95239
13.4,Master,62469
,PhD,60584
12.1,Bachelor,100099
13.9,Bachelor,85156
19.9,Bachelor,59982
1.6,Master,82395
2.7,PhD,80351
2.5,PhD,98830
8.6,Bachelor,40000
16.6,Master,96621
17.0,Bachelor,88814
15.0,PhD,115223
18.0,Master,112142
7.1,Master,82656
,PhD,61670
2.1,Master,40000
17.2,PhD,72333
14.9,Master,40150
14.3,Bachelor,112164
7.5,Master,108201
8.2,Master,84344
19.2,PhD,68695
2.2,Master,52817
15.7,PhD,114468
,PhD,110899
1.7,Master,61279
15.1,Master,89751
7.3,Master,66319
14.7,Master,62380
14.4,PhD,48515
11.2,Bachelor,103651
15.8,PhD,57720
12.0,Bachelor,46158
6.4,Master,51537
,PhD,78359
12.2,Master,99885
1.2,Master,56712
18.1,Bachelor,120000
11.4,Bachelor,62200
17.5,PhD,73778
17.8,Bachelor,67360
9.5,Bachelor,59063
10.6,Master,54438
8.9,PhD,66854
9.5,Master,118135
18.0,Bachelor,105359
16.0,PhD,117371
3.4,PhD,47406
12.6,PhD,81271
19.9,Bachelor,64236
,,105828
15.9,Master,120000
15.6,Master,114098
7.7,Master,48378
8.1,Master,73493
14.8,PhD,48724
10.5,Bachelor,47187
11.8,Master,51543
14.5,PhD,67266
15.8,Master,75634
,,80349
3.8,PhD,82563
6.5,Master,101344
10.6,Bachelor,56246
7.5,Master,61831
11.8,,102681
2.0,Bachelor,78796
10.7,PhD,58515
8.0,PhD,112635
11.2,PhD,80638
9.0,PhD,64010
6.4,PhD,73320
18.2,,79941
4.5,PhD,86597
13.9,Bachelor,68754
18.6,PhD,76894
11.2,Master,110058
17.7,PhD,78088
3.4,Master,90597
10.4,Bachelor,63685
9.7,Master,80228
1.2,PhD,57993
9.4,PhD,107368
8.0,Bachelor,110386
13.7,,45114
18.8,Master,60094
2.6,Master,117691
7.2,Bachelor,118045
9.4,Bachelor,71540
,Master,87030
15.7,Master,113617
9.4,Master,53595
,Master,103723
14.5,Bachelor,79962
17.8,Master,98262
10.8,,49558
12.0,PhD,86899
4.1,Master,87651
5.2,PhD,118527
5.5,Master,99789
9.2,Bachelor,111935
18.6,Bachelor,114806
,Bachelor,82249
4.6,PhD,49275
6.1,PhD,99127
,Master,120000
12.8,Master,54053
9.4,Master,87763
8.5,PhD,53949
11.7,Bachelor,43267
5.6,Bachelor,92795
2.5,Bachelor,95886
1.5,Master,93400
5.8,Master,120000
2.7,Master,40000
7.4,PhD,41445
15.7,Master,120000
14.6,Bachelor,84927
12.6,PhD,69171
17.2,Master,108219
,PhD,115537
17.8,PhD,113384
,Bachelor,108393
8.6,Bachelor,62941
8.7,PhD,66921
,Bachelor,109282
19.5,Bachelor,91153
3.6,Master,69760
7.5,PhD,87802
7.1,Bachelor,91146
2.4,Master,61729
3.9,Bachelor,100757
1.9,Master,50745
6.6,Bachelor,62476
17.5,PhD,96622
,Master,62804
3.4,Master,52174
13.3,Master,117672
19.9,PhD,100073
5.4,PhD,91101
6.3,Master,54987
19.5,PhD,72180
4.4,Bachelor,90351
10.7,Master,61112
5.6,Bachelor,87017
18.7,Bachelor,80692
19.6,Master,87262
16.5,Bachelor,58640
7.0,,45266
8.7,Bachelor,115340
5.6,PhD,116595
17.9,Master,67534
18.4,Bachelor,112850
9.0,PhD,105311
13.5,Bachelor,56183
4.1,Bachelor,66864
9.3,Bachelor,68306
,PhD,94837
8.3,Master,98864
7.8,Bachelor,120000
1.0,PhD,103577
,PhD,120000
17.9,Master,120000
19.4,Bachelor,113174
14.7,PhD,75978
11.4,Bachelor,62387
6.1,Bachelor,80161
20.0,PhD,96312
12.2,PhD,81501
13.9,Master,108035
14.0,PhD,117098
17.1,Master,81804
1.2,Bachelor,74508
5.2,Bachelor,110862
13.6,PhD,51296
18.0,PhD,62973
14.0,Master,111395
8.9,Bachelor,101768
,,82890
15.0,Bachelor,117928
15.1,Master,71222
12.5,Master,97455
6.5,Bachelor,82775
18.6,Bachelor,60327
11.5,Master,64646
16.0,PhD,120000
,Bachelor,51317
7.5,Bachelor,56719
17.6,PhD,84505
2.0,Master,46684
10.7,Master,118166
10.2,Master,50480
15.3,Master,104674
,,62229
5.2,Master,110557
18.6,Bachelor,92340
11.9,,74382
3.0,PhD,120000
,Bachelor,51697
20.0,Master,95048
4.7,PhD,120000
12.6,Master,100788
9.0,PhD,99711
17.8,PhD,50461
15.3,Master,53563
12.3,Bachelor,44525
1.2,Bachelor,114283
17.7,Master,120000
9.4,Master,72763
18.7,PhD,68034
10.4,PhD,56631
14.2,Bachelor,69682
2.3,PhD,73333
15.2,PhD,110655
7.4,PhD,112497
7.7,Master,107040
3.3,Master,91540
3.8,PhD,113743
4.5,PhD,111869
7.2,Bachelor,75937
17.9,Master,67610
8.0,Master,71413
14.8,Bachelor,100077
,Bachelor,120000
12.2,Bachelor,86870
,Bachelor,115399
19.6,Bachelor,45294
17.1,Master,111708
9.6,Bachelor,104939
15.7,PhD,97692
4.7,Master,111355
11.7,PhD,91125
2.4,Bachelor,59476
7.6,,62074
5.3,Master,90508
14.7,Bachelor,120000
10.3,Master,42965
15.3,Master,100761
10.8,Bachelor,101600
2.6,Bachelor,47153
15.0,Bachelor,55185
16.8,Bachelor,72645
18.2,Master,70679
,,63672
15.3,Master,58169
15.3,Master,55624
4.0,Bachelor,89297
4.1,PhD,104071
2.3,Master,96099
7.1,Bachelor,82174
,Bachelor,114124
20.0,PhD,114895
9.2,Master,114117
14.8,PhD,75028
14.2,PhD,120000
,PhD,108954
,Bachelor,74214
11.4,Master,48696
14.3,Master,90661
20.0,Bachelor,58498
7.8,PhD,78110
18.0,Master,84502
8.3,Master,98889
14.1,Master,111980
12.4,PhD,94320
2.0,PhD,96688
2.5,Master,56585
1.4,Bachelor,90216
8.0,PhD,74839
15.2,PhD,108215
4.3,Bachelor,69061
,Bachelor,83755
6.5,Master,74891
16.1,Master,116962
16.2,Master,120000
15.7,Master,74023
11.0,Bachelor,83789
6.4,Master,107563
16.4,PhD,115969
4.5,Bachelor,83057
6.5,Master,47428
4.5,Bachelor,79454
13.8,Bachelor,82970
14.0,Bachelor,79520
13.4,PhD,69741
8.9,Master,41146
2.9,Master,100338
18.3,Master,120000
10.6,PhD,120000
,PhD,90814
12.2,Bachelor,103395
4.7,PhD,59260
3.5,Bachelor,85398
8.7,Master,51562
,Bachelor,107163
5.6,Master,120000
18.0,PhD,118433
11.1,Bachelor,86133
10.2,,106127
14.1,PhD,120000
19.1,PhD,64967
3.1,Master,106837
16.8,PhD,65923
12.1,Master,109276
3.8,Bachelor,49135
6.6,Master,57754
10.2,Master,99229
14.1,Master,55879
5.6,Bachelor,57116
11.2,Bachelor,90072
14.0,Master,120000
9.5,Bachelor,71232
17.4,Master,108041
17.5,Master,110432
9.9,Master,83974
19.5,Bachelor,88378
2.4,Master,56432
1.1,PhD,80102
8.2,PhD,63382
12.4,Master,63437
13.0,Bachelor,82031
10.1,Master,63320
,PhD,106584
4.2,Bachelor,86649
17.2,Bachelor,120000
17.5,Bachelor,71931
13.8,Bachelor,56846
13.6,PhD,89207
12.4,Master,52410
4.9,Master,96376
9.1,Master,87225
14.2,PhD,88942
11.2,Bachelor,75888
1.4,Master,69375
19.1,Master,83630
17.1,Master,52192
6.0,Master,40000
12.7,Master,84132
18.5,PhD,56043
2.8,Bachelor,106451
10.6,Master,73528
9.7,Bachelor,47682
8.8,PhD,59013
,Bachelor,74223
8.2,Master,41019
2.2,PhD,53861
2.3,Bachelor,64938
1.8,Master,69778
8.8,Master,109746
14.6,PhD,115647
4.9,PhD,68127
13.3,PhD,58253
14.1,,92873
5.8,Bachelor,104633
12.4,Master,118496
14.0,Master,41150
,Bachelor,69117
7.4,Master,108110
12.8,Master,108033
19.6,Bachelor,52442
9.1,PhD,98679
8.4,Bachelor,65488
9.8,Bachelor,54676
2.4,PhD,83731
,,54488
7.2,Master,99800
3.3,Bachelor,104590
9.9,Master,114251
1.1,Master,76647
8.6,Master,43952
3.0,Bachelor,54698
1.5,PhD,83408
16.7,Master,103294
18.4,Master,78978
4.9,PhD,80445
,Bachelor,82100
6.3,PhD,53396
10.4,Master,96460
9.3,Master,81599
6.1,PhD,109246
14.3,PhD,107376
3.4,Bachelor,57391
2.0,Master,82965
15.6,Bachelor,104234
13.7,Bachelor,48363
10.5,Master,104422
9.9,PhD,68779
10.5,Master,80523
9.3,Master,120000
8.5,Bachelor,96854
10.5,Bachelor,80341
11.0,PhD,46438
14.1,Master,49701
14.5,Bachelor,91459
8.2,Master,88511
8.9,PhD,73881
,PhD,120000
11.2,Bachelor,71783
9.6,Bachelor,87308
17.9,PhD,92283
14.2,Master,80677
18.1,Master,83011
14.5,Bachelor,69149
19.4,,120000
13.1,Bachelor,79918
19.3,PhD,96481
4.0,PhD,98125
2.0,PhD,46490
12.0,Master,103528
19.7,Master,85393
8.9,Bachelor,96047
5.0,Bachelor,101396
10.9,PhD,110815
13.3,Master,81901
,Master,109275
14.6,Bachelor,66460
19.5,Master,96063
18.0,Master,49908
6.5,Bachelor,42741
7.2,Bachelor,40000
8.1,PhD,74879
8.5,PhD,44517
2.9,Master,91470
15.5,Bachelor,72108
7.9,PhD,103156
17.7,Master,44641
18.6,Master,71944
1.5,Bachelor,65427
19.8,Bachelor,65369
14.5,PhD,62202
10.9,PhD,118503
8.4,Master,73039
,,105837
7.2,PhD,64177
12.8,Bachelor,111222
2.8,PhD,70733
12.8,PhD,117030
6.2,Bachelor,64820
1.3,,50119
11.5,,81097
12.0,Master,89614
9.1,Master,58842
2.4,Bachelor,55111
18.0,Bachelor,109962
12.6,PhD,45251
3.2,Master,80754
10.7,Bachelor,83349
10.4,Master,96239
2.1,PhD,47415
12.5,Bachelor,84531
16.4,Bachelor,49813
15.2,Master,61866
4.9,Master,76609
17.4,Master,118361
7.5,Bachelor,50514
19.0,PhD,64020
2.4,Master,96184
10.2,Master,66412
12.3,PhD,101496
5.7,Bachelor,120000
15.7,Master,120000
12.9,Master,84677
1.3,Master,88636
12.6,PhD,120000
10.3,PhD,46598
4.7,Master,72312
19.9,PhD,84986
18.0,Master,68481
6.6,Bachelor,120000
11.3,Master,97846
7.0,PhD,78429
15.7,Master,118238
,,95401
7.8,Bachelor,109925
16.3,PhD,72424
10.5,Master,62062
8.5,PhD,69734
18.8,PhD,91698
10.7,Master,63894
9.9,PhD,64340
13.8,PhD,120000
6.0,PhD,115077
7.2,Bachelor,93849
,Bachelor,113250
13.9,Bachelor,120000
16.7,PhD,101117
6.2,Bachelor,79380
11.3,Bachelor,120000
19.5,PhD,89237
7.1,Bachelor,54040
4.0,Bachelor,70832
10.7,Bachelor,73755
8.4,Bachelor,115662
4.0,PhD,90222
17.9,PhD,120000
19.8,Master,106707
11.8,Bachelor,67414
15.7,PhD,114932
,PhD,59694
14.3,PhD,86413
1.8,Master,109489
4.0,PhD,83259
2.3,Bachelor,104867
1.2,Bachelor,62919
6.8,Bachelor,102197
8.5,Master,60427
5.6,Bachelor,82268
2.2,Master,73278
11.1,Bachelor,86306
6.2,PhD,65509
16.1,PhD,72189
1.2,Bachelor,91301
17.0,PhD,92926
19.1,PhD,85331
14.6,Bachelor,87406
,PhD,116540
18.7,Bachelor,114939
,Master,66135
,,65918
15.7,PhD,98443
14.8,Bachelor,54696
7.9,Master,72722
11.4,Master,67545
13.4,Bachelor,61050
12.8,Master,96272
,Master,81636
2.6,Bachelor,62665
7.8,Bachelor,107055
9.2,PhD,120000
6.0,PhD,107218
4.3,PhD,73239
3.6,Bachelor,46008
8.0,Master,53268
,Master,76523
2.2,Bachelor,63317
19.0,PhD,120000
15.5,Master,120000
14.9,Bachelor,111532
,Master,97800
12.5,Bachelor,93268
11.1,Master,106760
,Master,118958
,Bachelor,98981
11.9,,55666
,PhD,55666
3.9,Master,84565
1.3,Bachelor,69742
,Bachelor,120000
2.9,,92209
,PhD,100510
15.1,,40944
6.1,Master,83702
12.9,Bachelor,76712
18.4,Bachelor,101014
7.0,Master,73652
,PhD,119356
,PhD,101274
,Bachelor,88797
2.2,Master,109214
2.7,Bachelor,116500
9.2,PhD,66002
7.1,Bachelor,108668
14.4,PhD,51389
17.5,Bachelor,84799
15.9,Bachelor,52542
11.1,Master,92612
2.9,Bachelor,77141
14.5,Master,89477
7.9,PhD,100473
2.6,PhD,86996
17.0,,66872
7.4,PhD,110433
5.1,Bachelor,89514
17.6,Master,86166
18.1,PhD,120000
7.4,PhD,61921
7.7,Master,85513
12.0,PhD,103837
14.9,PhD,63699
2.2,PhD,66303
12.3,PhD,106620
19.1,Bachelor,67197
6.0,Master,90821
18.3,PhD,100369
19.1,Master,95373
6.1,PhD,97642
15.3,Master,116042
5.5,,77866
15.0,Master,101424
16.2,Master,99538
,PhD,74239
14.6,PhD,120000
,Bachelor,116772
7.8,PhD,59663
4.2,Master,102771
2.7,PhD,97809
11.9,Master,86312
19.6,PhD,120000
,PhD,96054
,Master,98170
11.2,PhD,72309
6.3,Bachelor,71527
4.1,Bachelor,84235
10.2,Master,105181
9.8,Bachelor,99113
,Bachelor,50936
19.1,PhD,72725
12.5,PhD,93779
12.5,Bachelor,106295
,PhD,102328
19.9,,87332
15.7,PhD,54240
17.7,Master,70781
8.9,PhD,72023
10.5,PhD,107822
10.9,PhD,56296
4.7,Bachelor,73769
,Master,99755
18.2,Bachelor,118605
4.1,Master,115505
,PhD,114020
15.0,Master,109334
6.2,Master,102363
12.9,PhD,107895
,Master,109935
7.1,PhD,118365
16.5,Bachelor,77537
11.4,Bachelor,75357
17.5,Master,75295
15.5,PhD,105883
17.5,Bachelor,107203
1.4,PhD,114073
,Bachelor,82748
2.7,Master,75568
9.4,Bachelor,118612
17.9,Master,68443
9.9,Bachelor,63701
17.1,Master,105442
7.2,PhD,64838
7.5,Bachelor,78200
18.0,PhD,75427
9.1,Master,64553
16.0,PhD,94319
5.5,Bachelor,71819
19.0,PhD,89774
11.9,Bachelor,58346
15.4,Bachelor,108457
2.7,PhD,66186
10.4,Master,60639
18.1,Master,70091
,PhD,75318
1.9,PhD,77160
6.8,PhD,91513
9.4,Bachelor,120000
4.3,Bachelor,119541
,Bachelor,83122
4.5,PhD,48942
7.6,Bachelor,89972
13.6,Bachelor,56194
10.2,Master,108769
15.0,Bachelor,69161
19.3,PhD,115885
3.2,Bachelor,120000
14.5,Bachelor,76028
5.4,Master,88692
8.9,Bachelor,87874
1.6,Bachelor,54749
3.6,Master,111400
,PhD,80539
7.5,,43504
18.1,Master,106709
15.1,PhD,71406
19.5,Bachelor,50348
12.4,Master,82158
5.6,Bachelor,100980
,Bachelor,93983
7.1,PhD,90872
7.2,PhD,63065
13.8,Master,85883
11.1,PhD,80135
8.3,PhD,119400
3.8,PhD,55555
1.4,PhD,65943
5.2,PhD,118348
3.0,PhD,120000
,Bachelor,108802
3.1,Master,40906
14.8,Master,91507
8.3,Master,74408
2.4,Bachelor,101396
16.4,PhD,58524
12.0,PhD,74331
5.5,Bachelor,76189
18.0,PhD,61999
1.9,Master,95495
4.8,PhD,120000
15.3,Bachelor,103410
14.5,PhD,87207
6.5,PhD,120000
2.2,Bachelor,52325
17.3,PhD,68085
7.0,PhD,91857
4.7,Bachelor,50206
10.8,Master,48165
18.3,Master,75164
1.8,Bachelor,114102
15.6,PhD,120000
11.9,Bachelor,88215
,PhD,67861
15.1,PhD,58235
19.4,Master,78224
5.4,Master,57924
3.7,Bachelor,46836
18.3,PhD,107041
,Master,91896
9.3,Bachelor,72673
11.9,Master,104804
15.2,Bachelor,110342
15.7,Master,83276
18.5,PhD,47086
9.1,Master,112600
,Master,97593
13.2,Master,74831
,Bachelor,89208
12.3,Master,76745
9.0,Bachelor,95976
3.9,PhD,79082
9.9,PhD,82388
14.1,Master,104961
16.2,Bachelor,91775
10.4,Master,42101
4.1,PhD,46209
8.9,Bachelor,70145
15.9,Bachelor,82419
8.8,Bachelor,71338
14.2,,104154
10.6,Master,55787
5.6,PhD,97284
16.1,Master,104675
2.6,PhD,52965
11.0,PhD,95248
5.0,Bachelor,117542
2.3,Bachelor,51754
10.6,Bachelor,119846
10.5,PhD,89893
14.4,Master,88107
15.2,PhD,54314
14.8,PhD,110915
8.8,Master,81276
13.0,Master,107438
12.0,Bachelor,112318
9.0,Master,95599
12.3,Master,69946
19.0,Bachelor,65561
4.7,,57559
18.2,Bachelor,120000
,Master,59090
6.9,Master,73632
6.5,Master,66749
12.9,PhD,113543
3.5,Bachelor,81341
17.8,Master,120000
16.7,Master,103205
13.4,PhD,120000
9.7,PhD,57137
18.7,Master,55594
16.8,PhD,52212
10.5,PhD,94034
14.3,Bachelor,107650
11.8,Master,55650
12.2,Bachelor,46631
7.3,PhD,88111
9.8,Master,65410
2.5,PhD,91980
7.8,Master,57495
14.2,PhD,93830
19.1,Bachelor,87556
19.3,Bachelor,93298
11.6,Master,67697
12.5,Bachelor,59382
4.5,Master,104229
14.2,Master,98908
2.3,PhD,92686
,Bachelor,89597
13.7,Bachelor,49777
6.9,Bachelor,113118
1.9,Bachelor,110375
16.8,Master,104358
6.9,,117837
2.2,PhD,56708
2.4,PhD,105233
5.8,PhD,120000
4.4,Bachelor,70529
15.7,Bachelor,40000
7.1,Bachelor,106960
16.3,Bachelor,47239
4.3,PhD,109624
10.4,,45764
14.1,Bachelor,99361
13.4,PhD,64636
,Bachelor,59359
,PhD,117165
5.3,Master,99004
10.4,PhD,71069
17.8,Master,62175
2.5,Bachelor,104893
2.1,Bachelor,96916
5.4,Bachelor,99734
13.0,Master,92361
5.9,Bachelor,69921
4.6,,109717
9.7,Master,93766
12.7,Master,89426
5.7,Bachelor,77174
6.7,Bachelor,92468
12.7,,116160
19.0,PhD,115443
13.8,PhD,116574
15.9,Master,90948
8.0,Master,94085
,PhD,110277
9.6,PhD,69794
16.3,Bachelor,74259
9.7,PhD,95380
17.1,PhD,118498
19.8,Bachelor,51417
,Master,54492
1.9,Master,58781
3.8,Master,68988
8.3,Bachelor,72471
3.5,Bachelor,85598
17.5,PhD,117095
1.4,Bachelor,84637
7.0,PhD,59507
4.5,Bachelor,112515
18.7,PhD,99334
13.7,PhD,64867
18.3,PhD,86129
19.5,Bachelor,100685
10.4,Bachelor,113823
5.5,Master,95167
4.7,Master,52862
,Bachelor,107779
14.5,PhD,68539
1.8,Bachelor,103864
2.0,Bachelor,103154
12.6,PhD,64682
13.2,PhD,62789
13.6,Bachelor,50768
8.1,Master,60305
,PhD,58502
11.1,Master,88719
3.0,,90484
16.1,Bachelor,91994
19.1,Master,96565
2.1,Master,95817
8.4,PhD,117832
10.3,Master,62783
3.8,PhD,100649
17.5,PhD,54650
6.4,PhD,59209
15.9,PhD,97988
13.7,Bachelor,89527
12.4,Master,101163
4.7,Master,79489
5.2,Bachelor,55969
,Master,115302
5.6,Master,60631
7.6,Bachelor,54475
,Master,75767
8.0,PhD,120000
15.3,Bachelor,78186
9.3,Bachelor,92122
,PhD,108612
19.5,Bachelor,96874
5.6,Bachelor,108966
17.4,PhD,80768
12.8,Bachelor,120000
16.5,Master,113221
13.4,Master,77105
9.1,PhD,85044
,,116763
2.3,Master,88294
,PhD,105585
19.8,PhD,114621
15.0,,92496
7.2,Master,54696
16.7,Master,73757
15.6,PhD,86013
6.4,PhD,45247
1.3,Master,72359
,Bachelor,102733
17.7,PhD,66066
16.9,Bachelor,44996
,Bachelor,112486
6.4,,92300
16.1,Master,63875
18.8,PhD,111933
15.8,PhD,103910
12.5,Bachelor,67000
5.6,Bachelor,63364
11.0,Master,50001
5.4,Bachelor,105926
,Master,79077
8.4,Master,96333
16.8,Master,116805
8.3,Bachelor,48352
16.7,Master,55799
7.3,PhD,58148
9.4,Master,64405
,PhD,114100
2.3,PhD,101359
19.0,PhD,61038
11.9,Bachelor,62687
10.6,Master,47592
16.9,,120000
17.4,Master,89419
10.9,Bachelor,88509
18.6,PhD,80424
2.2,Master,78729
3.2,PhD,43719
12.3,PhD,120000
7.7,Bachelor,104644
9.8,PhD,96680
7.2,Master,88644
8.7,Bachelor,87230
,PhD,74298
12.3,Master,62530
19.9,PhD,100530
16.0,Bachelor,49634
6.2,PhD,48368
6.0,Bachelor,93449
7.4,PhD,120000
17.0,PhD,118141
1.5,PhD,40490
5.4,Master,60533
18.2,Bachelor,91592
13.2,PhD,114854
5.3,PhD,119684
5.2,Master,118514
17.4,Bachelor,110149
18.0,Bachelor,61791
5.9,Bachelor,59668
9.0,Master,45228
16.9,PhD,95622
,Bachelor,50940
16.5,Bachelor,100004
,Master,105038
18.3,,50766
7.2,Bachelor,106969
4.0,Master,75741
14.5,Bachelor,115086
11.2,Master,119076
17.2,Master,55616
2.5,Bachelor,72089
17.0,Bachelor,56777
6.6,PhD,106140
13.4,Master,81218
1.8,Master,117545
12.6,PhD,62725
14.6,PhD,107358
8.0,PhD,118074
5.1,Bachelor,95330
11.2,Bachelor,42502
16.8,PhD,93928
7.1,Bachelor,51042
5.8,,40000
6.3,Bachelor,68667
19.0,Master,65660
7.8,Bachelor,112775
1.1,Bachelor,76120
,Master,108930
14.3,,52513
3.4,Master,44356
19.7,Bachelor,54779
12.6,Bachelor,59858
,PhD,86665
8.3,Master,87906
18.1,Bachelor,118658
5.6,PhD,66057
6.4,Master,41768
3.3,Master,49935
15.4,Master,119018
12.3,,106909
12.6,Bachelor,107166
5.2,Bachelor,44567
13.4,Bachelor,52470
15.5,Master,59337
7.8,PhD,112203
16.2,Master,59165
7.6,Master,87663
15.4,PhD,86799
1.6,PhD,83518
11.5,Bachelor,58652
19.4,PhD,102021
19.6,Master,49415
6.4,Bachelor,120000
,PhD,50320
2.2,Master,40023
17.6,Master,82182
11.8,Master,107862
8.3,Bachelor,65647
3.1,PhD,76004
19.0,Master,49188
11.1,Master,51874
6.4,PhD,101852
7.7,Bachelor,56695
6.1,Master,105367
12.4,PhD,111003
18.7,PhD,120000
17.3,Bachelor,46993
9.7,Bachelor,81761
16.7,Master,108912
9.0,PhD,107176
5.8,Bachelor,56201
19.7,PhD,96338
6.8,Bachelor,119523
7.2,Master,77410
19.8,Master,117159
3.5,Bachelor,93299
15.5,Master,55071
18.8,Bachelor,62273
10.7,Master,46297
,Bachelor,61277
8.1,PhD,120000
3.1,Bachelor,89893
,PhD,108665
16.0,PhD,101656
9.3,Master,78912
9.2,PhD,62903
11.6,PhD,120000
12.1,Bachelor,80141
17.3,Bachelor,83726
6.9,Bachelor,120000
16.6,Bachelor,81551
11.8,Master,108537
6.7,Master,113703
6.6,PhD,61131
7.9,Master,52004
12.8,PhD,120000
5.4,Master,70799
18.5,PhD,55047
11.9,Bachelor,85630
18.5,Bachelor,90801
,Bachelor,100951
,Bachelor,120000
1.4,Bachelor,115712
6.2,PhD,115246
17.4,PhD,46872
1.7,Master,102075
9.3,PhD,67582
3.2,Master,59278
8.9,Bachelor,105238
16.9,PhD,85488
12.8,Bachelor,115608
15.0,Master,45121
,Master,115887
18.9,Bachelor,59060
14.5,PhD,57552
9.0,,84559
9.1,Bachelor,74513
18.5,Master,84194
12.0,Bachelor,119969
14.4,Bachelor,92268
8.9,Bachelor,70262
,Master,56891
14.7,PhD,72966
12.5,Master,80240
,Master,89674
12.9,Bachelor,50198
5.0,Master,103621
16.1,Bachelor,57890
19.0,,91497
,,101793
,Master,60219
,PhD,109409
16.4,Bachelor,90496
12.3,PhD,91933
11.4,Bachelor,87868
18.6,Master,120000
11.2,PhD,100482
10.8,Bachelor,63665
1.8,PhD,64988
2.3,PhD,44851
1.1,Master,55778
18.4,Bachelor,117228
8.8,PhD,78641
9.9,PhD,117208
17.1,Bachelor,46726
12.6,Bachelor,85898
12.6,Master,120000
6.6,Bachelor,47974
16.8,Bachelor,95232
4.2,Master,116040
2.0,PhD,120000
4.6,Master,104838
,,109593
6.4,PhD,87548
,,60555
5.1,PhD,110209
13.9,,117910
2.7,PhD,84130
3.8,Bachelor,51376
,PhD,92127
18.5,Master,104629
17.3,Master,65269
19.4,PhD,103345
,Master,81793
13.8,Master,88420
12.9,Bachelor,74631
12.8,Master,62156
3.8,Bachelor,90559
11.3,PhD,94100
8.3,Bachelor,64392
9.4,PhD,75944
,,67453
3.4,Master,83897
7.8,PhD,116686
2.2,Bachelor,100854
19.6,Bachelor,120000
,PhD,79707
5.9,Bachelor,87606
17.9,PhD,59312
10.2,PhD,99234
3.6,PhD,77761
8.3,Master,108243
3.2,Master,73693
4.8,Bachelor,53214
2.0,Bachelor,60164
9.3,PhD,106859
16.3,Master,59453
12.1,PhD,66000
12.5,Master,120000
4.8,Bachelor,89987
7.5,Bachelor,56469
17.1,Master,56804
2.7,Bachelor,71380
,PhD,106936
10.2,Bachelor,108443
,Master,60296
7.0,Bachelor,99735
7.4,Master,52760
,Bachelor,65731
15.9,Master,120000
5.4,Bachelor,48781
19.5,PhD,112468
2.6,Bachelor,101743
2.3,Master,57329
12.3,Master,80536
14.7,Bachelor,90054
19.3,Bachelor,120000
8.7,Bachelor,75349
